original_word	pinyin	english	freq_per_mil	count_in_corpus
施加	shī jiā	to exert (effort or pressure)	5.4	1
虑	lu:4	to think over/to consider/anxiety	5.4	1
绰号	chuò hào	nickname	5.4	1
无理	wú lǐ	irrational/unreasonable	5.3	1
挑衅	tiǎo xìn	to provoke/provocation	5.3	1
霸道	bà dào	the Way of the Hegemon, abbr. of 霸王之道/despotic rule/rule by might/evil as opposed to the Way of the King 王道/overbearing/tyranny/(of liquor, medicine etc) strong/potent	5.3	1
暴行	bào xíng	savage act/outrage/atrocity	5.3	1
有毒	yǒu dú	poisonous	5.3	1
隐秘	yǐn mì	secret/hidden	5.3	1
录用	lù yòng	to hire (an employee)	5.2	1
灌输	guàn shū	to imbue with/to inculcate/to instill into/to teach/to impart/to channel water to another place	5.2	1
周二	zhōu èr	Tuesday	5.2	1
扰乱	rǎo luàn	to disturb/to perturb/to harass	5.2	1
用作	yòng zuò	to use for the purpose of/to serve as	5.2	1
评判	píng pàn	to judge (a competition)/to appraise	5.1	1
山羊	shān yáng	goat	5.1	1
不公	bù gōng	unjust/unfair	5.0	1
敷衍	fū yǎn	to elaborate (on a theme)/to expound (the classics)/perfunctory/to skimp/to botch/to do sth half-heartedly or just for show/barely enough to get by	5.0	1
体谅	tǐ liàng	to empathize/to allow (for something)/to show understanding/to appreciate	5.0	1
防线	fáng xiàn	defensive line or perimeter/CL:道[dao4]	5.0	1
混沌	hùn dùn	primal chaos/formless mass before creation in Chinese mythology/muddled/innocent as a baby	5.0	1
卷入	juǎn rù	to be drawn into/to be involved in	4.9	1
样本	yàng běn	sample/specimen	4.9	1
切断	qiē duàn	to cut off/to sever	4.9	1
崇	Chóng; chóng	surname Chong; high/sublime/lofty/to esteem/to worship	4.9	1
瘦弱	shòu ruò	thin and weak	4.9	1
论点	lùn diǎn	argument/line of reasoning/thesis/point (of discussion)	4.9	1
账号	zhàng hào	account/username	4.9	1
周三	zhōu sān	Wednesday	4.9	1
垃圾桶	lā jī tǒng	rubbish bin/Taiwan pr. [le4 se4 tong3]	4.8	1
生产线	shēng chǎn xiàn	assembly line/production line	4.8	1
闹事	nào shì	to cause trouble/to create a disturbance	4.7	1
冒充	mào chōng	to feign/to pretend to be/to pass oneself off as	4.7	1
交出	jiāo chū	to hand over	4.7	1
头条	tóu tiáo	lead story (on the news)	4.7	1
栅栏	zhà lán	fence	4.7	1
问卷	wèn juàn	questionnaire/CL:份[fen4]	4.6	1
分化	fēn huà	to split apart/differentiation	4.6	1
抱有	bào yǒu	have/possess	4.6	1
冲破	chōng pò	breakthrough/to overcome an obstacle quickly	4.6	1
缩写	suō xiě	abbreviation/to abridge	4.6	1
商学院	shāng xué yuàn	business school/university of business studies	4.5	1
概	gài	general/approximate	4.5	1
放火	fàng huǒ	to set on fire/to commit arson/to create a disturbance	4.5	1
猎物	liè wù	prey	4.5	1
暗杀	àn shā	to assassinate	4.5	1
亲历	qīn lì	personal experience	4.4	1
摆满	bǎi mǎn	to spread over an area	4.4	1
嗣	sì	succession (to a title)/to inherit/continuing (a tradition)/posterity	4.4	1
在行	zài háng	to be adept at sth/to be an expert in a trade or profession	4.4	1
低估	dī gū	to underestimate/to underrate	4.4	1
安徽省	Ān huī shěng	Anhui province (Anhwei) in south central China, abbr. 皖, capital Hefei 合肥	4.4	1
彷徨	páng huáng	to pace back and forth/to hesitate/to be indecisive/Pang Huang or Wandering About, a collection of short stories by Lu Xun 魯迅|鲁迅	4.3	1
出狱	chū yù	to be released from prison	4.3	1
理应	lǐ yīng	should/ought to	4.3	1
敌意	dí yì	enmity/hostility	4.3	1
不祥	bù xiáng	ominous/inauspicious	4.3	1
曼哈顿	Màn hā dùn	Manhattan island/Manhattan borough of New York City	4.3	1
名学	míng xué	(archaic term) logic	4.3	1
义工	yì gōng	volunteer worker/volunteer work	4.2	1
基础教育	jī chǔ jiào yù	elementary education	4.1	1
定性	dìng xìng	to determine the nature (usually of error or crime)/to determine chemical composition/qualitative/fixed	4.1	1
目击者	mù jī zhě	eyewitness	4.1	1
一审	yī shěn	first instance (law)	4.0	1
救治	jiù zhì	to rescue and give medical treatment	4.0	1
席卷	xí juǎn	to engulf/to sweep/to carry away everything	4.0	1
减速	jiǎn sù	to reduce speed/to slow down/to take it easy	4.0	1
升温	shēng wēn	to become hot/temperature rise/(fig.) to intensify/to hot up/to escalate/to get a boost	3.9	1
撰文	zhuàn wén	article (in publication)	3.9	1
倾倒	qīng dǎo; qīng dào	to topple over/to greatly admire; to dump/to pour/to empty out	3.9	1
中立	zhōng lì	neutral	3.9	1
人际	rén jì	human relationships/interpersonal	3.9	1
肠胃	cháng wèi	stomach and intestine/digestive system	3.9	1
切身	qiè shēn	direct/concerning oneself/personal	3.8	1
广义	guǎng yì	wide sense/generalization/general	3.8	1
南美	Nán Měi	South America	3.8	1
犯法	fàn fǎ	to break the law	3.8	1
竿	gān	pole	3.8	1
怪人	guài rén	strange person/eccentric	3.8	1
接管	jiē guǎn	to take over/to assume control	3.8	1
焚烧	fén shāo	to burn/to set on fire	3.7	1
瓷砖	cí zhuān	ceramic tile	3.7	1
梓	zǐ	Catalpa kaempferi/printing blocks	3.6	1
定于	dìng yú	set at/scheduled at	3.6	1
自首	zì shǒu	to give oneself up/to surrender (to the authorities)	3.6	1
堆放	duī fàng	to pile up/to stack	3.6	1
布拉格	Bù lā gé	Prague, capital of Czech Republic	3.5	1
后生	hòu shēng	young generation/youth/young man	3.5	1
责令	zé lìng	to order/to enjoin/to charge/to instruct sb to finish sth	3.5	1
扫兴	sǎo xìng	to have one's spirits dampened/to feel disappointed	3.5	1
头盔	tóu kuī	helmet	3.5	1
三明治	sān míng zhì	sandwich/CL:個|个[ge4]	3.5	1
据点	jù diǎn	stronghold/defended military base/base for operations/strategic point/foothold/(market) presence	3.4	1
扎根	zhā gēn	to take root	3.4	1
靠拢	kào lǒng	to draw close to	3.4	1
会考	huì kǎo	unified examination	3.4	1
强求	qiǎng qiú	to force sb to do sth/to importune/to demand insistently/insistence	3.3	1
执业	zhí yè	to work in a profession (e.g. doctor, lawyer)/practitioner/professional	3.3	1
延迟	yán chí	to delay/to postpone/to keep putting sth off/to procrastinate	3.3	1
谐	xié	harmonious	3.2	1
直视	zhí shì	to look straight at	3.2	1
故而	gù ér	therefore	3.2	1
创业者	chuàng yè zhě	entrepreneur	3.2	1
按键	àn jiàn	button or key (on a device)/keystroke/CL:個|个[ge4]/to press a button	3.2	1
浙江大学	Zhè jiāng Dà xué	Zhejiang University	3.1	1
聚合	jù hé	to assemble together/polymer	3.1	1
律师事务所	lu:4 shī shì wù suǒ	law firm	3.1	1
野性	yě xìng	wild nature/unruliness	3.1	1
门锁	mén suǒ	door lock	3.0	1
山城	Shān chéng	Shancheng district of Hebi city 鶴壁市|鹤壁市[He4 bi4 shi4], Henan	3.0	1
民主政治	mín zhǔ zhèng zhì	democracy/democratic	3.0	1
僵持	jiāng chí	to be deadlocked	3.0	1
热忱	rè chén	zeal/enthusiasm/ardor/enthusiastic/warmhearted	3.0	1
灰白	huī bái	colored/ash-colored	3.0	1
内陆	nèi lù	inland/interior	3.0	1
转达	zhuǎn dá	to pass on/to convey/to communicate	2.9	1
商业区	shāng yè qū	business district/downtown	2.9	1
竭尽全力	jié jìn quán lì	to spare no effort (idiom); to do one's utmost	2.9	1
防火墙	fáng huǒ qiáng	firewall/CL:堵[du3]	2.8	1
出生地	chū shēng dì	birthplace	2.8	1
驳回	bó huí	to reject/to turn down/to overrule	2.8	1
中环	Zhōng huán	Central, Hong Kong Island	2.8	1
未遂	wèi suì	unsuccessful (attempt)/attempted (murder, suicide)	2.8	1
浓烟	nóng yān	thick smoke	2.8	1
数百万	shù bǎi wàn	several million	2.8	1
傻乎乎	shǎ hū hū	feeble-minded/dim-witted	2.8	1
不假思索	bù jiǎ sī suǒ	to act without taking time to think (idiom); to react instantly/to fire from the hip	2.8	1
诋毁	dǐ huǐ	to vilify/to slander/vilification; to vilify/to slander/vilification/trad. also written 詆毀	2.8	1
考量	kǎo liáng	to consider/to give serious consideration to sth	2.7	1
暴乱	bào luàn	riot/rebellion/revolt	2.7	1
不了了之	bù liǎo liǎo zhī	to settle a matter by leaving it unsettled/to end up with nothing definite	2.7	1
出庭	chū tíng	to appear in court	2.7	1
爵士乐	jué shì yuè	jazz	2.7	1
左翼	zuǒ yì	left-wing (political)	2.6	1
光复	Guāng fù; guāng fù	Guangfu or Kuangfu township in Hualien county 花蓮縣|花莲县[Hua1 lian2 xian4], east Taiwan; to recover (territory or power)/the liberation of Taiwan from Japanese rule in 1945	2.6	1
若非	ruò fēi	were it not for/if not for	2.6	1
不计其数	bù jì qí shù	lit. their number cannot be counted (idiom); fig. countless/innumerable	2.6	1
装甲车	zhuāng jiǎ chē	armored car/CL:輛|辆[liang4]	2.6	1
匀称	yún chèn	well proportioned/well shaped	2.6	1
冒犯	mào fàn	to offend	2.6	1
偏执	piān zhí	prejudice/bigotry	2.6	1
灵光	líng guāng	divine light (around the Buddha)/a halo/a miraculous column of light/(slang) jolly good!	2.6	1
弓箭	gōng jiàn	bow and arrow	2.6	1
战区	zhàn qū	war zone/(military) theater of operations	2.5	1
减缓	jiǎn huǎn	to slow down/to retard	2.5	1
五星红旗	wǔ xīng hóng qí	five-starred red flag (PRC national flag)	2.4	1
议程	yì chéng	agenda	2.4	1
措辞	cuò cí	wording/way of expressing something/turn of phrase/diction	2.4	1
盟友	méng yǒu	ally	2.4	1
拘禁	jū jìn	constraint/to detain/to take into custody	2.4	1
竖立	shù lì	to erect/to set upright/to stand	2.4	1
土生土长	tǔ shēng tǔ zhǎng	home-grown/indigenous/native born and bred	2.3	1
白皮书	bái pí shū	white paper (e.g. containing proposals for new legislation)/white book	2.3	1
援引	yuán yǐn	to quote/to cite/to recommend (one's friend's, associates etc)	2.3	1
跟班	gēn bān	attendant/footman (servant)	2.2	1
大摇大摆	dà yáo dà bǎi	to strut/swaggering	2.2	1
耳目一新	ěr mù yī xīn	a pleasant change/a breath of fresh air/refreshing	2.2	1
睿	ruì	astute/perspicacious/farsighted	2.2	1
牵制	qiān zhì	to control/to curb/to restrict/to impede/to pin down (enemy troops)	2.2	1
蓄意	xù yì	deliberate/premeditated/malice/pun (linguistics)	2.1	1
找事	zhǎo shì	to look for employment/to pick a quarrel	2.1	1
置换	zhì huàn	to permute/permutation (math.)/to displace/displacement/to replace/replacement	2.1	1
预兆	yù zhào	omen/prognosis (in medicine)	2.1	1
阻塞	zǔ sè	to block/to clog	2.1	1
非暴力	fēi bào lì	nonviolent	2.1	1
冲入	chōng rù	to rush into/to break into	2.1	1
鸿沟	hóng gōu	wide gap/gulf/chasm/lit. name of old canal in Henan that formed the border between enemies Chu 楚 and Han 漢|汉	2.1	1
与世隔绝	yǔ shì gé jué	to be cut off from the rest of the world (idiom)	2.1	1
生就	shēng jiù	to be born with/to be gifted with	2.0	1
国政	guó zhèng	national politics/archaic rank, "Minister of State"/common given name	2.0	1
剥离	bō lí	to peel/to strip/to peel off/to come off (of tissue, skin, covering etc)	1.9	1
三言两语	sān yán liǎng yǔ	in a few words (idiom); expressed succinctly	1.9	1
突袭	tū xí	surprise attack	1.9	1
创作者	chuàng zuò zhě	originator/creator/author (of some project)/inventor	1.9	1
论战	lùn zhàn	to debate/to contend/polemics	1.8	1
败诉	bài sù	lose a lawsuit	1.8	1
胡椒	hú jiāo	pepper	1.8	1
完整性	wán zhěng xìng	integrity/completeness	1.8	1
新贵	xīn guì	nouveau riche/upstart/new appointee	1.8	1
控制权	kòng zhì quán	control (e.g. to win control)/controlling right	1.8	1
可信度	kě xìn dù	degree of credibility/reliability	1.7	1
诉诸	sù zhū	to appeal (to reason, sentiment, charity etc)/to resort to (a course of action)	1.7	1
警醒	jǐng xǐng	to be alert	1.7	1
异同	yì tóng	comparison/differences and similarities	1.7	1
硬座	yìng zuò	hard seat (on trains or boats)	1.7	1
蓬松	péng sōng	fluffy	1.7	1
阻断	zǔ duàn	to block/to obstruct/to intercept/to interdict	1.7	1
停火	tíng huǒ	to cease fire/ceasefire	1.7	1
瓶装	píng zhuāng	bottled	1.7	1
苦楚	kǔ chǔ	suffering/misery/pain (esp. psychological)	1.6	1
胜诉	shèng sù	to win a court case	1.6	1
简单化	jiǎn dān huà	simplification/to simplify	1.5	1
翻墙	fān qiáng	lit. to climb over the wall/fig. to breach the Great Firewall of China	1.5	1
购物中心	gòu wù zhōng xīn	shopping center	1.5	1
政治性	zhèng zhì xìng	political	1.5	1
检视	jiǎn shì	inspection/postmortem/to view/to look into/to peep	1.5	1
刺激性	cì jī xìng	thrilling/exciting/stimulating/irritating/provocative/pungent/spicy	1.5	1
四下里	sì xià li	all around	1.5	1
国徽	guó huī	national emblem/coat of arms	1.4	1
铺路	pū lù	to pave (with paving stones)/to lay a road/to give a present to sb to ensure success	1.4	1
娃娃脸	wá wa liǎn	baby face/doll face	1.4	1
破坏性	pò huài xìng	destructive	1.4	1
重塑	chóng sù	to reconstruct (an art object)/to remodel	1.4	1
执掌	zhí zhǎng	to wield (power etc)	1.4	1
母公司	mǔ gōng sī	parent company	1.4	1
自由派	zì yóu pài	liberal	1.3	1
聚拢	jù lǒng	to gather together	1.3	1
转角	zhuǎn jiǎo	bend in a street/corner/to turn a corner	1.3	1
敏感性	mǐn gǎn xìng	sensitive/sensitivity	1.3	1
免遭	miǎn zāo	to avoid suffering/to avoid meeting (a fatal accident)/spared	1.3	1
尖沙咀	Jiān shā zuǐ	Tsim Sha Tsui, urbanized area in Hong Kong	1.3	1
白纸黑字	bái zhǐ hēi zì	(written) in black and white	1.3	1
幕僚	mù liáo	aids and advisors of top officials	1.3	1
密探	mì tàn	secret agent/detective/covert investigator	1.3	1
异见	yì jiàn	dissident/dissenting/dissent	1.2	1
期许	qī xǔ	to hope/to expect/expectation(s)	1.2	1
自由度	zì yóu dù	(number of) degrees of freedom (physics and statistics)	1.2	1
应接不暇	yìng jiē bù xiá	no time to deal with so many things (idiom); to have one's hands full	1.2	1
炮击	pào jī	to shell/to bombard/bombardment	1.2	1
人工智能	rén gōng zhì néng	artificial intelligence (AI)	1.2	1
教职员工	jiào zhí yuán gōng	teaching and administrative staff	1.2	1
赈灾	zhèn zāi	disaster relief	1.2	1
叹服	tàn fú	(to gasp) with admiration	1.1	1
氓	máng; méng	see 流氓[liu2 mang2], rogue/hoodlum/gangster/immoral behavior; common people	1.1	1
警笛	jǐng dí	siren	1.1	1
经济制度	jīng jì zhì dù	economy	1.1	1
水柱	shuǐ zhù	stream or column of water	1.1	1
年历	nián lì	calendar/diary	1.1	1
砖石	zhuān shí	brick	1.1	1
对谈	duì tán	to talk with somebody (face to face)/discussion/talk/chat	1.0	1
极权主义	jí quán zhǔ yì	totalitarianism	1.0	1
私了	sī liǎo	to settle privately/to solve behind closed doors/to settle out of court	1.0	1
实干	shí gàn	on the job/solid practical work/pragmatic	1.0	1
精诚	jīng chéng	sincerity/absolute good faith	1.0	1
宽泛	kuān fàn	wide meaning/broad	1.0	1
违宪	wéi xiàn	unconstitutional	1.0	1
实弹	shí dàn	live ammunition	1.0	1
喷雾	pēn wù	mist spray/atomizing	0.98	1
香港科技大学	Xiāng gǎng Kē jì Dà xué	Hong Kong University of Science and Technology	0.95	1
漏斗	lòu dǒu	funnel	0.94	1
两败俱伤	liǎng bài jù shāng	both sides suffer (idiom)/neither side wins	0.93	1
弗吉尼亚	Fú jí ní yà	variant of 弗吉尼亞州|弗吉尼亚州/Virginia, US state	0.93	1
名手	míng shǒu	master/famous artist or sportsman	0.93	1
兵工厂	bīng gōng chǎng	munitions factory	0.91	1
铺平	pū píng	to spread out (material)/to pave (the way, a road etc)	0.89	1
暴戾	bào lì	ruthless	0.88	1
高院	gāo yuàn	high court	0.86	1
轰击	hōng jī	bombard	0.86	1
坚称	jiān chēng	to claim/to insist	0.83	1
初创	chū chuàng	startup (company, phase etc)/newly established/in the early stages	0.83	1
幸事	xìng shì	sth fortunate/a lucky chance	0.81	1
推定	tuī dìng	to infer/to consider and come to a judgment/to recommend/to estimate/deduced to be	0.81	1
紧急状态	jǐn jí zhuàng tài	state of emergency	0.81	1
白米	bái mǐ	(polished) rice	0.81	1
瑞安	Ruì ān	Rui'an county level city in Wenzhou 溫州|温州[Wen1 zhou1], Zhejiang	0.81	1
一蹴而就	yī cù ér jiù	to get there in one step (idiom); easily done/success at a stroke/to get results overnight	0.78	1
警民冲突	jǐng mín chōng tū	a clash between the police and the people	0	1
挂旗	guà qí	vertical banner (for display at exhibitions, advertising hung from poles in the street etc)	0	1
不和	bù hé	not to get along well/to be on bad terms/to be at odds/discord	0	1
万名	wàn míng	all names	0	1
较少	jiào shǎo	less	0	1
研究小组	yán jiū xiǎo zǔ	research group	0	1
不支	bù zhī	to be unable to endure	0	1
无明	wú míng	avidyā (Buddhism)/ignorance/delusion	0	1
电子邮件	diàn zǐ yóu jiàn	email/CL:封[feng1],份[fen4]	0	1
删减	shān jiǎn	to delete/to censor out	0	1
什么时候	shén me shí hou	variant of 甚麼時候|什么时候, when?/at what time?; when?/at what time?	0	1
到目前	dào mù qián	up until now/to date	0	1
要有	yào yǒu	to need/to require/must have	0	1
有一些	yǒu yī xiē	somewhat/rather/some	0	1
值得注意的是	zhí de zhù yì de shì	it's worth noting that...	0	1
走出	zǒu chū	to move away from/to walk away from	0	1
乱象	luàn xiàng	chaos/madness	0	1
到目前为止	dào mù qián wéi zhǐ	until now/so far	0	1
经济发展	jīng jì fā zhǎn	economic development	0	1
失当	shī dàng	inappropriate/improper	0	1
坚持下去	jiān chí xià qù	to press on	0	1
在外	zài wài	outer	0	1
垫脚石	diàn jiǎo shí	stepping stone/fig. person used to advance one's career	0	1
谷歌	Gǔ gē	variant of 谷歌, Google internet company and search engine; Google internet company and search engine	0	1
不稳定	bù wěn dìng	unstable	0	1
内耗	nèi hào	internal friction/internal dissipation of energy (in mechanics)/fig. waste or discord within an organization	0	1
内忧外患	nèi yōu wài huàn	internal trouble and outside aggression (idiom); in a mess both domestically and abroad	0	1
快点	kuài diǎn	to do sth more quickly/Hurry up!/Get a move on!	0	1
一直以来	yī zhí yǐ lái	since always/until now	0	1
玉石俱焚	yù shí jù fén	to burn both jade and common stone/to destroy indiscriminately (idiom)	0	1
勇武	yǒng wǔ	brave	0	1
一个人	yī gè rén	alone	0	1
贫富差距	pín fù chā jù	disparity between rich and poor	0	1
对生	duì shēng	opposite (botany)	0	1
新界	Xīn jiè	New Territories (in Hong Kong)	0	1
前段	qián duàn	first part/front end/forepart/front segment/the preceding section	0	1
中港	Zhōng Gǎng	PRC and Hong Kong	0	1
放平	fàng píng	to set level/to lay flat	0	1
在一起	zài yī qǐ	together	0	1
不合适	bù hé shì	improper/unsuitable/inappropriate	0	1
吊带	diào dài	suspenders/garters/shoulder strap/brace/sling	0	1
盵	Qì	surname Qi	0	1
次经	cì jīng	non-canonical text/dubious classic text/Apocrypha	0	1
第二次	dì èr cì	the second time/second/number two	0	1
比较喜欢	bǐ jiào xǐ huān	to prefer	0	1
一团	yī tuán	regiment	0	1
过得	guò dé	How are you getting by?/How's life?/contraction of 過得去|过得去, can get by/tolerably well/not too bad	0	1
政治立场	zhèng zhì lì chǎng	political position	0	1
还好	hái hǎo	not bad/tolerable/fortunately	0	1
啰	luō; luo	see 囉嗦|啰嗦[luo1 suo5], long-winded/wordy/troublesome/pesky; (final exclamatory particle)	0	1
小粉	xiǎo fěn	(wheat) starch/amylum	0	1
小众	xiǎo zhòng	minority of the population/non-mainstream (activity, pursuit etc)/niche (market etc)	0	1
中英	Zhōng Yīng	Sino-British/Chinese-English	0	1
不懂	bù dǒng	not to understand/cannot (see, hear, understand, as verb complement)/incomprehension	0	1
没有办法	méi yǒu bàn fǎ	there is nothing to be done/one can't do anything about it	0	1
免签	miǎn qiān	to waive visa requirements/visa exemption/visa-exempt	0	1
一块	yī kuài	one block/one piece/one (unit of money)/together/in the same place/in company	0	1
执政能力	zhí zhèng néng lì	governing capacity	0	1
为人民服务	wèi rén mín fú wù	Serve the People!, CCP political slogan	0	1
谈到	tán dào	to refer to/to speak about/to talk about	0	1
特别行政区	tè bié xíng zhèng qū	Special Administrative Region, namely: Hong Kong 香港 and Macau 澳門|澳门/refers to many different areas during late Qing, foreign occupation, warlord period and Nationalist government/refers to special zones in North Korea and Indonesia	0	1
司法独立	sī fǎ dú lì	judicial independence	0	1
应从	yìng cóng	to assent/to comply with	0	1
甚嚣尘上	shèn xiāo chén shàng	clamor raises the dust (idiom); a tremendous clamor/to raise a tremendous stink	0	1
所想	suǒ xiǎng	what one considers/one's thoughts	0	1
宵禁	xiāo jìn	night curfew	0	1
有些人	yǒu xiē rén	some people	0	1
无把握	wú bǎ wò	uncertain	0	1
终审法院	zhōng shěn fǎ yuàn	Court of Final Appeal	0	1
早在	zǎo zài	as early as	0	1
副主席	fù zhǔ xí	vice-chairperson	0	1
依法治国	yī fǎ zhì guó	to rule according to the law	0	1
远非如此	yuǎn fēi rú cǐ	far from it being so (idiom)	0	1
凌驾	líng jià	to be above/to place above	0	1
不受欢迎	bù shòu huān yíng	unwelcome	0	1
总能	zǒng néng	total energy	0	1
采取行动	cǎi qǔ xíng dòng	to take action/to adopt policies/to move on some issue	0	1
蘑菇云	mó gū yún	mushroom cloud	0	1
人身攻击	rén shēn gōng jī	personal attack	0	1
滥用权力	làn yòng quán lì	abuse of power	0	1
大范围	dà fàn wéi	large-scale	0	1
公平竞争	gōng píng jìng zhēng	fair competition	0	1
规例	guī lì	regulations	0	1
太过	tài guò	excessively/too	0	1
被绑	bèi bǎng	kidnap victim/kidnapped (person)	0	1
在身	zài shēn	to possess/to be occupied or burdened with (work, a contract, a lawsuit)	0	1
休战	xiū zhàn	armistice	0	1
示威游行	shì wēi yóu xíng	(protest) demonstration	0	1
轨道交通	guǐ dào jiāo tōng	metro/rapid transit/subway	0	1
稍早时	shāo zǎo shí	a little earlier	0	1
体温过低	tǐ wēn guò dī	hypothermia	0	1
亲民	qīn mín	in touch with the people/sensitive to people's needs	0	1
政府官员	zhèng fǔ guān yuán	government employee	0	1
和美	Hé měi; hé měi	Homei town in Changhua county 彰化縣|彰化县[Zhang1 hua4 xian4], Taiwan; harmonious/in perfect harmony	0	1
贸易谈判	mào yì tán pàn	trade talks	0	1
一小部分	yī xiǎo bù fèn	a small part/a small section	0	1
环球时报	Huán qiú Shí bào	Global Times (weekly digest of international news from People's Daily 人民日報|人民日报[Ren2 min2 Ri4 bao4])	0	1
香港警察	Xiāng gǎng Jǐng chá	Hong Kong Police Force (since 1997)	0	1
香港岛	Xiāng gǎng Dǎo	Hong Kong Island	0	1
当红	dāng hóng	currently popular (of movie stars, singers etc)	0	1
其所	qí suǒ	its place/one's appointed place/the place for that	0	1
弥合	mí hé	to cause a wound to close up and heal	0	1
一口	yī kǒu	readily/flatly (deny, admit and so on)/a mouthful/a bite	0	1
备份	bèi fèn	backup	0	1
智能手机	zhì néng shǒu jī	smartphone	0	1
仅供	jǐn gōng	only for	0	1
不信任	bù xìn rèn	mistrust	0	1
一点点	yī diǎn diǎn	a little bit	0	1
开往	kāi wǎng	(of a bus, train etc) to leave for/heading for	0	1
自拍	zì pāi	to take a picture of oneself, using a shutter delay timer, or by holding a camera at arm's length, or by remote control	0	1
紧随其后	jǐn suí qí hòu	to follow closely behind sb or sth (idiom)	0	1
反之亦然	fǎn zhī yì rán	vice versa	0	1
泡吧	pào bā	to spend time in a bar (alcohol, internet etc)/to go clubbing	0	1
一轮	yī lún	first round or stage (of a match, election, talks, planned policy etc)	0	1
归功	guī gōng	to give credit/to give sb his due/attribution	0	1
假唱	jiǎ chàng	to mime/to fake singing/lip sync	0	1
坦陈	tǎn chén	to reveal/to confess	0	1
高管	gāo guǎn	executive/senior management/(contraction of 高級管理|高级管理)	0	1
家公	jiā gōng	head of a family/(polite) my father/(polite) my grandfather/your esteemed father	0	1
年前	nián qián	...years ago	0	1
燃烧瓶	rán shāo píng	Molotov cocktail	0	1
弹射	tán shè	to catapult/to launch/to eject (from a plane)/to shoot	0	1
灰泥	huī ní	plaster/mortar	0	1
燃烧弹	rán shāo dàn	fire bomb/incendiary device	0	1
几天	jǐ tiān	several days	0	1
问责	wèn zé	to hold accountable/to blame/to censure/to apportion blame	0	1
化学物	huà xué wù	chemicals	0	1
杰奎琳	Jié kuí lín	Jacqueline (name)	0	1
硫化	liú huà	vulcanization (curing rubber using sulfur and heat)	0	1
瞭望	liào wàng	to watch from a height or distance/to keep a lookout	0	1
便衣警察	biàn yī jǐng chá	plain-clothed policeman	0	1
受到影响	shòu dào yǐng xiǎng	affected (usually adversely)/to suffer	0	1
一片	yī piàn	piece/slice	0	1
社会工作者	shè huì gōng zuò zhě	caseworker/social worker	0	1
防毒面具	fáng dú miàn jù	gas mask	0	1
护目镜	hù mù jìng	goggles/protective glasses	0	1
纸巾	zhǐ jīn	paper towel/napkin/facial tissue/CL:張|张[zhang1],包[bao1]	0	1
和面	huó miàn	to knead dough (for bread)	0	1
做鸡	zuò jī	(slang) (of a woman) to work as a prostitute	0	1
